codUFisica;Period;Energy_SIMEL;Fecha;Year;Month;Day
SOLAR;1;0.000000;2021-01-01 00:00:00;2021;1;1
SOLAR;2;0.000000;2021-01-01 00:00:00;2021;1;1
SOLAR;3;0.000000;2021-01-01 00:00:00;2021;1;1
SOLAR;4;0.000000;2021-01-01 00:00:00;2021;1;1
SOLAR;5;0.000000;2021-01-01 00:00:00;2021;1;1
SOLAR;6;0.000000;2021-01-01 00:00:00;2021;1;1
SOLAR;7;0.000000;2021-01-01 00:00:00;2021;1;1
SOLAR;8;0.000000;2021-01-01 00:00:00;2021;1;1
SOLAR;9;0.000000;2021-01-01 00:00:00;2021;1;1
SOLAR;10;0.000000;2021-01-01 00:00:00;2021;1;1
SOLAR;11;0.000000;2021-01-01 00:00:00;2021;1;1
SOLAR;12;0.008000;2021-01-01 00:00:00;2021;1;1
SOLAR;13;8.342000;2021-01-01 00:00:00;2021;1;1
SOLAR;14;18.097000;2021-01-01 00:00:00;2021;1;1
SOLAR;15;12.748000;2021-01-01 00:00:00;2021;1;1
SOLAR;16;1.557000;2021-01-01 00:00:00;2021;1;1
SOLAR;17;0.040000;2021-01-01 00:00:00;2021;1;1
SOLAR;18;10.992000;2021-01-01 00:00:00;2021;1;1
SOLAR;19;0.790000;2021-01-01 00:00:00;2021;1;1
SOLAR;20;0.000000;2021-01-01 00:00:00;2021;1;1
SOLAR;21;0.000000;2021-01-01 00:00:00;2021;1;1
SOLAR;22;0.000000;2021-01-01 00:00:00;2021;1;1
SOLAR;23;0.000000;2021-01-01 00:00:00;2021;1;1
SOLAR;24;0.000000;2021-01-01 00:00:00;2021;1;1
SOLAR;1;0.000000;2021-01-02 00:00:00;2021;1;2
SOLAR;2;0.000000;2021-01-02 00:00:00;2021;1;2
SOLAR;3;0.000000;2021-01-02 00:00:00;2021;1;2
SOLAR;4;0.000000;2021-01-02 00:00:00;2021;1;2
SOLAR;5;0.000000;2021-01-02 00:00:00;2021;1;2
SOLAR;6;0.000000;2021-01-02 00:00:00;2021;1;2
SOLAR;7;0.000000;2021-01-02 00:00:00;2021;1;2
SOLAR;8;0.000000;2021-01-02 00:00:00;2021;1;2
SOLAR;9;0.000000;2021-01-02 00:00:00;2021;1;2
SOLAR;10;0.000000;2021-01-02 00:00:00;2021;1;2
SOLAR;11;0.000000;2021-01-02 00:00:00;2021;1;2
SOLAR;12;4.183000;2021-01-02 00:00:00;2021;1;2
SOLAR;13;14.808000;2021-01-02 00:00:00;2021;1;2
SOLAR;14;15.854000;2021-01-02 00:00:00;2021;1;2
SOLAR;15;17.777000;2021-01-02 00:00:00;2021;1;2
SOLAR;16;22.008000;2021-01-02 00:00:00;2021;1;2
SOLAR;17;21.473000;2021-01-02 00:00:00;2021;1;2
SOLAR;18;16.939000;2021-01-02 00:00:00;2021;1;2
SOLAR;19;2.586000;2021-01-02 00:00:00;2021;1;2
SOLAR;20;0.000000;2021-01-02 00:00:00;2021;1;2
SOLAR;21;0.000000;2021-01-02 00:00:00;2021;1;2
SOLAR;22;0.000000;2021-01-02 00:00:00;2021;1;2
SOLAR;23;0.000000;2021-01-02 00:00:00;2021;1;2
SOLAR;24;0.000000;2021-01-02 00:00:00;2021;1;2
SOLAR;1;0.000000;2021-01-03 00:00:00;2021;1;3
SOLAR;2;0.000000;2021-01-03 00:00:00;2021;1;3
SOLAR;3;0.000000;2021-01-03 00:00:00;2021;1;3
SOLAR;4;0.000000;2021-01-03 00:00:00;2021;1;3
SOLAR;5;0.000000;2021-01-03 00:00:00;2021;1;3
SOLAR;6;0.000000;2021-01-03 00:00:00;2021;1;3
SOLAR;7;0.000000;2021-01-03 00:00:00;2021;1;3
SOLAR;8;0.000000;2021-01-03 00:00:00;2021;1;3
SOLAR;9;0.000000;2021-01-03 00:00:00;2021;1;3
SOLAR;10;0.000000;2021-01-03 00:00:00;2021;1;3
SOLAR;11;0.000000;2021-01-03 00:00:00;2021;1;3
SOLAR;12;0.551000;2021-01-03 00:00:00;2021;1;3
SOLAR;13;11.232000;2021-01-03 00:00:00;2021;1;3
SOLAR;14;14.912000;2021-01-03 00:00:00;2021;1;3
SOLAR;15;17.721000;2021-01-03 00:00:00;2021;1;3
SOLAR;16;22.415000;2021-01-03 00:00:00;2021;1;3
SOLAR;17;26.287000;2021-01-03 00:00:00;2021;1;3
SOLAR;18;16.883000;2021-01-03 00:00:00;2021;1;3
SOLAR;19;3.177000;2021-01-03 00:00:00;2021;1;3
SOLAR;20;0.000000;2021-01-03 00:00:00;2021;1;3
SOLAR;21;0.000000;2021-01-03 00:00:00;2021;1;3
SOLAR;22;0.000000;2021-01-03 00:00:00;2021;1;3
SOLAR;23;0.000000;2021-01-03 00:00:00;2021;1;3
SOLAR;24;0.000000;2021-01-03 00:00:00;2021;1;3
SOLAR;1;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;2;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;3;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;4;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;5;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;6;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;7;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;8;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;9;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;10;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;11;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;12;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;13;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;14;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;15;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;16;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;17;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;18;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;19;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;20;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;21;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;22;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;23;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;24;0.000000;2021-01-04 00:00:00;2021;1;4
SOLAR;1;0.000000;2021-01-05 00:00:00;2021;1;5
SOLAR;2;0.000000;2021-01-05 00:00:00;2021;1;5
SOLAR;3;0.000000;2021-01-05 00:00:00;2021;1;5
SOLAR;4;0.000000;2021-01-05 00:00:00;2021;1;5
SOLAR;5;0.000000;2021-01-05 00:00:00;2021;1;5
SOLAR;6;0.000000;2021-01-05 00:00:00;2021;1;5
SOLAR;7;0.000000;2021-01-05 00:00:00;2021;1;5
SOLAR;8;0.000000;2021-01-05 00:00:00;2021;1;5
SOLAR;9;0.000000;2021-01-05 00:00:00;2021;1;5
SOLAR;10;0.000000;2021-01-05 00:00:00;2021;1;5
SOLAR;11;0.000000;2021-01-05 00:00:00;2021;1;5
SOLAR;12;0.000000;2021-01-05 00:00:00;2021;1;5
SOLAR;13;0.000000;2021-01-05 00:00:00;2021;1;5
SOLAR;14;0.000000;2021-01-05 00:00:00;2021;1;5
SOLAR;15;0.000000;2021-01-05 00:00:00;2021;1;5
SOLAR;16;3.943000;2021-01-05 00:00:00;2021;1;5
SOLAR;17;26.925000;2021-01-05 00:00:00;2021;1;5
SOLAR;18;19.573000;2021-01-05 00:00:00;2021;1;5
SOLAR;19;3.448000;2021-01-05 00:00:00;2021;1;5
SOLAR;20;0.000000;2021-01-05 00:00:00;2021;1;5
SOLAR;21;0.000000;2021-01-05 00:00:00;2021;1;5
SOLAR;22;0.000000;2021-01-05 00:00:00;2021;1;5
SOLAR;23;0.000000;2021-01-05 00:00:00;2021;1;5
SOLAR;24;0.000000;2021-01-05 00:00:00;2021;1;5
SOLAR;1;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;2;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;3;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;4;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;5;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;6;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;7;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;8;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;9;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;10;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;11;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;12;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;13;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;14;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;15;1.605000;2021-01-06 00:00:00;2021;1;6
SOLAR;16;4.039000;2021-01-06 00:00:00;2021;1;6
SOLAR;17;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;18;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;19;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;20;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;21;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;22;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;23;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;24;0.000000;2021-01-06 00:00:00;2021;1;6
SOLAR;1;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;2;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;3;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;4;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;5;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;6;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;7;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;8;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;9;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;10;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;11;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;12;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;13;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;14;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;15;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;16;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;17;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;18;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;19;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;20;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;21;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;22;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;23;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;24;0.000000;2021-01-07 00:00:00;2021;1;7
SOLAR;1;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;2;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;3;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;4;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;5;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;6;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;7;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;8;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;9;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;10;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;11;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;12;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;13;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;14;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;15;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;16;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;17;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;18;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;19;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;20;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;21;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;22;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;23;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;24;0.000000;2021-01-08 00:00:00;2021;1;8
SOLAR;1;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;2;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;3;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;4;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;5;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;6;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;7;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;8;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;9;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;10;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;11;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;12;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;13;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;14;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;15;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;16;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;17;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;18;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;19;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;20;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;21;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;22;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;23;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;24;0.000000;2021-01-09 00:00:00;2021;1;9
SOLAR;1;0.000000;2021-01-10 00:00:00;2021;1;10
SOLAR;2;0.000000;2021-01-10 00:00:00;2021;1;10
SOLAR;3;0.000000;2021-01-10 00:00:00;2021;1;10
SOLAR;4;0.000000;2021-01-10 00:00:00;2021;1;10
SOLAR;5;0.000000;2021-01-10 00:00:00;2021;1;10
SOLAR;6;0.000000;2021-01-10 00:00:00;2021;1;10
SOLAR;7;0.000000;2021-01-10 00:00:00;2021;1;10
SOLAR;8;0.000000;2021-01-10 00:00:00;2021;1;10
SOLAR;9;0.000000;2021-01-10 00:00:00;2021;1;10
SOLAR;10;0.000000;2021-01-10 00:00:00;2021;1;10
SOLAR;11;0.000000;2021-01-10 00:00:00;2021;1;10
SOLAR;12;0.000000;2021-01-10 00:00:00;2021;1;10
SOLAR;13;0.000000;2021-01-10 00:00:00;2021;1;10
SOLAR;14;0.343000;2021-01-10 00:00:00;2021;1;10
SOLAR;15;11.080000;2021-01-10 00:00:00;2021;1;10
SOLAR;16;26.015000;2021-01-10 00:00:00;2021;1;10
SOLAR;17;28.937000;2021-01-10 00:00:00;2021;1;10
SOLAR;18;19.557000;2021-01-10 00:00:00;2021;1;10
SOLAR;19;3.736000;2021-01-10 00:00:00;2021;1;10
SOLAR;20;0.000000;2021-01-10 00:00:00;2021;1;10
SOLAR;21;0.000000;2021-01-10 00:00:00;2021;1;10
SOLAR;22;0.000000;2021-01-10 00:00:00;2021;1;10
SOLAR;23;0.000000;2021-01-10 00:00:00;2021;1;10
SOLAR;24;0.000000;2021-01-10 00:00:00;2021;1;10
SOLAR;1;0.000000;2021-01-11 00:00:00;2021;1;11
SOLAR;2;0.000000;2021-01-11 00:00:00;2021;1;11
SOLAR;3;0.000000;2021-01-11 00:00:00;2021;1;11
SOLAR;4;0.000000;2021-01-11 00:00:00;2021;1;11
SOLAR;5;0.000000;2021-01-11 00:00:00;2021;1;11
SOLAR;6;0.000000;2021-01-11 00:00:00;2021;1;11
SOLAR;7;0.000000;2021-01-11 00:00:00;2021;1;11
SOLAR;8;0.000000;2021-01-11 00:00:00;2021;1;11
SOLAR;9;0.000000;2021-01-11 00:00:00;2021;1;11
SOLAR;10;0.000000;2021-01-11 00:00:00;2021;1;11
SOLAR;11;0.000000;2021-01-11 00:00:00;2021;1;11
SOLAR;12;9.284000;2021-01-11 00:00:00;2021;1;11
SOLAR;13;21.154000;2021-01-11 00:00:00;2021;1;11
SOLAR;14;18.687000;2021-01-11 00:00:00;2021;1;11
SOLAR;15;20.044000;2021-01-11 00:00:00;2021;1;11
SOLAR;16;25.672000;2021-01-11 00:00:00;2021;1;11
SOLAR;17;30.510000;2021-01-11 00:00:00;2021;1;11
SOLAR;18;21.417000;2021-01-11 00:00:00;2021;1;11
SOLAR;19;4.909000;2021-01-11 00:00:00;2021;1;11
SOLAR;20;0.000000;2021-01-11 00:00:00;2021;1;11
SOLAR;21;0.000000;2021-01-11 00:00:00;2021;1;11
SOLAR;22;0.000000;2021-01-11 00:00:00;2021;1;11
SOLAR;23;0.000000;2021-01-11 00:00:00;2021;1;11
SOLAR;24;0.000000;2021-01-11 00:00:00;2021;1;11
SOLAR;1;0.000000;2021-01-12 00:00:00;2021;1;12
SOLAR;2;0.000000;2021-01-12 00:00:00;2021;1;12
SOLAR;3;0.000000;2021-01-12 00:00:00;2021;1;12
SOLAR;4;0.000000;2021-01-12 00:00:00;2021;1;12
SOLAR;5;0.000000;2021-01-12 00:00:00;2021;1;12
SOLAR;6;0.000000;2021-01-12 00:00:00;2021;1;12
SOLAR;7;0.000000;2021-01-12 00:00:00;2021;1;12
SOLAR;8;0.000000;2021-01-12 00:00:00;2021;1;12
SOLAR;9;0.000000;2021-01-12 00:00:00;2021;1;12
SOLAR;10;0.000000;2021-01-12 00:00:00;2021;1;12
SOLAR;11;0.000000;2021-01-12 00:00:00;2021;1;12
SOLAR;12;3.097000;2021-01-12 00:00:00;2021;1;12
SOLAR;13;18.105000;2021-01-12 00:00:00;2021;1;12
SOLAR;14;18.232000;2021-01-12 00:00:00;2021;1;12
SOLAR;15;20.699000;2021-01-12 00:00:00;2021;1;12
SOLAR;16;25.896000;2021-01-12 00:00:00;2021;1;12
SOLAR;17;31.579000;2021-01-12 00:00:00;2021;1;12
SOLAR;18;22.088000;2021-01-12 00:00:00;2021;1;12
SOLAR;19;5.221000;2021-01-12 00:00:00;2021;1;12
SOLAR;20;0.000000;2021-01-12 00:00:00;2021;1;12
SOLAR;21;0.000000;2021-01-12 00:00:00;2021;1;12
SOLAR;22;0.000000;2021-01-12 00:00:00;2021;1;12
SOLAR;23;0.000000;2021-01-12 00:00:00;2021;1;12
SOLAR;24;0.000000;2021-01-12 00:00:00;2021;1;12
SOLAR;1;0.000000;2021-01-13 00:00:00;2021;1;13
SOLAR;2;0.000000;2021-01-13 00:00:00;2021;1;13
SOLAR;3;0.000000;2021-01-13 00:00:00;2021;1;13
SOLAR;4;0.000000;2021-01-13 00:00:00;2021;1;13
SOLAR;5;0.000000;2021-01-13 00:00:00;2021;1;13
SOLAR;6;0.000000;2021-01-13 00:00:00;2021;1;13
SOLAR;7;0.000000;2021-01-13 00:00:00;2021;1;13
SOLAR;8;0.000000;2021-01-13 00:00:00;2021;1;13
SOLAR;9;0.000000;2021-01-13 00:00:00;2021;1;13
SOLAR;10;0.000000;2021-01-13 00:00:00;2021;1;13
SOLAR;11;0.000000;2021-01-13 00:00:00;2021;1;13
SOLAR;12;4.031000;2021-01-13 00:00:00;2021;1;13
SOLAR;13;17.817000;2021-01-13 00:00:00;2021;1;13
SOLAR;14;18.863000;2021-01-13 00:00:00;2021;1;13
SOLAR;15;20.835000;2021-01-13 00:00:00;2021;1;13
SOLAR;16;26.119000;2021-01-13 00:00:00;2021;1;13
SOLAR;17;31.268000;2021-01-13 00:00:00;2021;1;13
SOLAR;18;22.224000;2021-01-13 00:00:00;2021;1;13
SOLAR;19;5.205000;2021-01-13 00:00:00;2021;1;13
SOLAR;20;0.000000;2021-01-13 00:00:00;2021;1;13
SOLAR;21;0.000000;2021-01-13 00:00:00;2021;1;13
SOLAR;22;0.000000;2021-01-13 00:00:00;2021;1;13
SOLAR;23;0.000000;2021-01-13 00:00:00;2021;1;13
SOLAR;24;0.000000;2021-01-13 00:00:00;2021;1;13
SOLAR;1;0.000000;2021-01-14 00:00:00;2021;1;14
SOLAR;2;0.000000;2021-01-14 00:00:00;2021;1;14
SOLAR;3;0.000000;2021-01-14 00:00:00;2021;1;14
SOLAR;4;0.000000;2021-01-14 00:00:00;2021;1;14
SOLAR;5;0.000000;2021-01-14 00:00:00;2021;1;14
SOLAR;6;0.000000;2021-01-14 00:00:00;2021;1;14
SOLAR;7;0.000000;2021-01-14 00:00:00;2021;1;14
SOLAR;8;0.000000;2021-01-14 00:00:00;2021;1;14
SOLAR;9;0.000000;2021-01-14 00:00:00;2021;1;14
SOLAR;10;0.000000;2021-01-14 00:00:00;2021;1;14
SOLAR;11;0.000000;2021-01-14 00:00:00;2021;1;14
SOLAR;12;2.339000;2021-01-14 00:00:00;2021;1;14
SOLAR;13;15.838000;2021-01-14 00:00:00;2021;1;14
SOLAR;14;17.809000;2021-01-14 00:00:00;2021;1;14
SOLAR;15;19.933000;2021-01-14 00:00:00;2021;1;14
SOLAR;16;24.818000;2021-01-14 00:00:00;2021;1;14
SOLAR;17;29.336000;2021-01-14 00:00:00;2021;1;14
SOLAR;18;19.997000;2021-01-14 00:00:00;2021;1;14
SOLAR;19;5.564000;2021-01-14 00:00:00;2021;1;14
SOLAR;20;0.000000;2021-01-14 00:00:00;2021;1;14
SOLAR;21;0.000000;2021-01-14 00:00:00;2021;1;14
SOLAR;22;0.000000;2021-01-14 00:00:00;2021;1;14
SOLAR;23;0.000000;2021-01-14 00:00:00;2021;1;14
SOLAR;24;0.000000;2021-01-14 00:00:00;2021;1;14
SOLAR;1;0.000000;2021-01-15 00:00:00;2021;1;15
SOLAR;2;0.000000;2021-01-15 00:00:00;2021;1;15
SOLAR;3;0.000000;2021-01-15 00:00:00;2021;1;15
SOLAR;4;0.000000;2021-01-15 00:00:00;2021;1;15
SOLAR;5;0.000000;2021-01-15 00:00:00;2021;1;15
SOLAR;6;0.000000;2021-01-15 00:00:00;2021;1;15
SOLAR;7;0.000000;2021-01-15 00:00:00;2021;1;15
SOLAR;8;0.000000;2021-01-15 00:00:00;2021;1;15
SOLAR;9;0.000000;2021-01-15 00:00:00;2021;1;15
SOLAR;10;0.000000;2021-01-15 00:00:00;2021;1;15
SOLAR;11;0.000000;2021-01-15 00:00:00;2021;1;15
SOLAR;12;9.507000;2021-01-15 00:00:00;2021;1;15
SOLAR;13;20.252000;2021-01-15 00:00:00;2021;1;15
SOLAR;14;19.286000;2021-01-15 00:00:00;2021;1;15
SOLAR;15;20.132000;2021-01-15 00:00:00;2021;1;15
SOLAR;16;15.159000;2021-01-15 00:00:00;2021;1;15
SOLAR;17;15.375000;2021-01-15 00:00:00;2021;1;15
SOLAR;18;18.320000;2021-01-15 00:00:00;2021;1;15
SOLAR;19;5.795000;2021-01-15 00:00:00;2021;1;15
SOLAR;20;0.000000;2021-01-15 00:00:00;2021;1;15
SOLAR;21;0.000000;2021-01-15 00:00:00;2021;1;15
SOLAR;22;0.000000;2021-01-15 00:00:00;2021;1;15
SOLAR;23;0.000000;2021-01-15 00:00:00;2021;1;15
SOLAR;24;0.000000;2021-01-15 00:00:00;2021;1;15
SOLAR;1;0.000000;2021-01-16 00:00:00;2021;1;16
SOLAR;2;0.000000;2021-01-16 00:00:00;2021;1;16
SOLAR;3;0.000000;2021-01-16 00:00:00;2021;1;16
SOLAR;4;0.000000;2021-01-16 00:00:00;2021;1;16
SOLAR;5;0.000000;2021-01-16 00:00:00;2021;1;16
SOLAR;6;0.000000;2021-01-16 00:00:00;2021;1;16
SOLAR;7;0.000000;2021-01-16 00:00:00;2021;1;16
SOLAR;8;0.000000;2021-01-16 00:00:00;2021;1;16
SOLAR;9;0.000000;2021-01-16 00:00:00;2021;1;16
SOLAR;10;0.000000;2021-01-16 00:00:00;2021;1;16
SOLAR;11;0.000000;2021-01-16 00:00:00;2021;1;16
SOLAR;12;13.275000;2021-01-16 00:00:00;2021;1;16
SOLAR;13;20.555000;2021-01-16 00:00:00;2021;1;16
SOLAR;14;19.406000;2021-01-16 00:00:00;2021;1;16
SOLAR;15;21.098000;2021-01-16 00:00:00;2021;1;16
SOLAR;16;25.760000;2021-01-16 00:00:00;2021;1;16
SOLAR;17;30.933000;2021-01-16 00:00:00;2021;1;16
SOLAR;18;22.806000;2021-01-16 00:00:00;2021;1;16
SOLAR;19;6.458000;2021-01-16 00:00:00;2021;1;16
SOLAR;20;0.000000;2021-01-16 00:00:00;2021;1;16
SOLAR;21;0.000000;2021-01-16 00:00:00;2021;1;16
SOLAR;22;0.000000;2021-01-16 00:00:00;2021;1;16
SOLAR;23;0.000000;2021-01-16 00:00:00;2021;1;16
SOLAR;24;0.000000;2021-01-16 00:00:00;2021;1;16
SOLAR;1;0.000000;2021-01-17 00:00:00;2021;1;17
SOLAR;2;0.000000;2021-01-17 00:00:00;2021;1;17
SOLAR;3;0.000000;2021-01-17 00:00:00;2021;1;17
SOLAR;4;0.000000;2021-01-17 00:00:00;2021;1;17
SOLAR;5;0.000000;2021-01-17 00:00:00;2021;1;17
SOLAR;6;0.000000;2021-01-17 00:00:00;2021;1;17
SOLAR;7;0.000000;2021-01-17 00:00:00;2021;1;17
SOLAR;8;0.000000;2021-01-17 00:00:00;2021;1;17
SOLAR;9;0.000000;2021-01-17 00:00:00;2021;1;17
SOLAR;10;0.000000;2021-01-17 00:00:00;2021;1;17
SOLAR;11;1.221000;2021-01-17 00:00:00;2021;1;17
SOLAR;12;19.677000;2021-01-17 00:00:00;2021;1;17
SOLAR;13;23.357000;2021-01-17 00:00:00;2021;1;17
SOLAR;14;20.292000;2021-01-17 00:00:00;2021;1;17
SOLAR;15;21.577000;2021-01-17 00:00:00;2021;1;17
SOLAR;16;26.446000;2021-01-17 00:00:00;2021;1;17
SOLAR;17;31.412000;2021-01-17 00:00:00;2021;1;17
SOLAR;18;22.096000;2021-01-17 00:00:00;2021;1;17
SOLAR;19;6.506000;2021-01-17 00:00:00;2021;1;17
SOLAR;20;0.000000;2021-01-17 00:00:00;2021;1;17
SOLAR;21;0.000000;2021-01-17 00:00:00;2021;1;17
SOLAR;22;0.000000;2021-01-17 00:00:00;2021;1;17
SOLAR;23;0.000000;2021-01-17 00:00:00;2021;1;17
SOLAR;24;0.000000;2021-01-17 00:00:00;2021;1;17
SOLAR;1;0.000000;2021-01-18 00:00:00;2021;1;18
SOLAR;2;0.000000;2021-01-18 00:00:00;2021;1;18
SOLAR;3;0.000000;2021-01-18 00:00:00;2021;1;18
SOLAR;4;0.000000;2021-01-18 00:00:00;2021;1;18
SOLAR;5;0.000000;2021-01-18 00:00:00;2021;1;18
SOLAR;6;0.000000;2021-01-18 00:00:00;2021;1;18
SOLAR;7;0.000000;2021-01-18 00:00:00;2021;1;18
SOLAR;8;0.000000;2021-01-18 00:00:00;2021;1;18
SOLAR;9;0.000000;2021-01-18 00:00:00;2021;1;18
SOLAR;10;0.000000;2021-01-18 00:00:00;2021;1;18
SOLAR;11;1.038000;2021-01-18 00:00:00;2021;1;18
SOLAR;12;15.622000;2021-01-18 00:00:00;2021;1;18
SOLAR;13;18.440000;2021-01-18 00:00:00;2021;1;18
SOLAR;14;19.382000;2021-01-18 00:00:00;2021;1;18
SOLAR;15;21.521000;2021-01-18 00:00:00;2021;1;18
