FESESION;HORA;VERPREV;ENERGIA;FEULTMOD;CDUSUARIO
2021-10-13 00:00:00;3;2;0.0;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;4;2;0.0;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;5;2;0.0;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;6;2;0.0;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;7;2;0.0;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;8;2;0.0;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;9;2;0.0;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;10;2;0.0;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;11;2;16.7;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;12;2;40.9;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;13;2;43.6;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;14;2;40.8;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;15;2;40.4;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;16;2;43.2;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;17;2;48.0;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;18;2;48.4;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;19;2;36.1;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;20;2;11.1;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;21;2;0.0;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;22;2;0.0;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;23;2;0.0;2021-10-12 01:07:20.817;SOLABEN
2021-10-13 00:00:00;24;2;0.0;2021-10-12 01:07:20.817;SOLABEN
2021-10-14 00:00:00;1;2;0.0;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;2;2;0.0;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;3;2;0.0;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;4;2;0.0;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;5;2;0.0;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;6;2;0.0;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;7;2;0.0;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;8;2;0.0;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;9;2;0.0;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;10;2;0.0;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;11;2;16.1;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;12;2;40.5;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;13;2;43.6;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;14;2;40.2;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;15;2;39.6;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;16;2;42.6;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;17;2;47.2;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;18;2;48.3;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;19;2;35.7;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;20;2;11.6;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;21;2;0.0;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;22;2;0.0;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;23;2;0.0;2021-10-13 01:48:16.800;SOLABEN
2021-10-14 00:00:00;24;2;0.0;2021-10-13 01:48:16.800;SOLABEN
2021-10-15 00:00:00;1;2;0.0;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;2;2;0.0;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;3;2;0.0;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;4;2;0.0;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;5;2;0.0;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;6;2;0.0;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;7;2;0.0;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;8;2;0.0;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;9;2;0.0;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;10;2;0.0;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;11;2;7.7;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;12;2;22.8;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;13;2;28.2;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;14;2;30.2;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;15;2;31.3;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;16;2;34.0;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;17;2;38.4;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;18;2;45.3;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;19;2;34.1;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;20;2;11.1;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;21;2;0.0;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;22;2;0.0;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;23;2;0.0;2021-10-14 00:55:57.310;SOLABEN
2021-10-15 00:00:00;24;2;0.0;2021-10-14 00:55:57.310;SOLABEN
2021-10-16 00:00:00;1;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;2;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;3;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;4;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;5;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;6;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;7;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;8;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;9;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;10;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;11;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;12;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;13;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;14;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;15;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;16;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;17;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;18;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;19;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;20;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;21;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;22;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;23;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-16 00:00:00;24;2;0.0;2021-10-15 00:59:50.557;SOLABEN
2021-10-17 00:00:00;1;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;2;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;3;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;4;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;5;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;6;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;7;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;8;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;9;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;10;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;11;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;12;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;13;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;14;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;15;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;16;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;17;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;18;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;19;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;20;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;21;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;22;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;23;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-17 00:00:00;24;2;0.0;2021-10-16 00:59:59.300;SOLABEN
2021-10-18 00:00:00;1;2;0.0;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;2;2;0.0;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;3;2;0.0;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;4;2;0.0;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;5;2;0.0;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;6;2;0.0;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;7;2;0.0;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;8;2;0.0;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;9;2;0.0;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;10;2;0.0;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;11;2;0.0;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;12;2;7.0;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;13;2;18.8;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;14;2;22.5;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;15;2;24.7;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;16;2;25.6;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;17;2;25.3;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;18;2;24.5;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;19;2;16.0;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;20;2;0.0;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;21;2;0.0;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;22;2;0.0;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;23;2;0.0;2021-10-17 01:15:51.010;SOLABEN
2021-10-18 00:00:00;24;2;0.0;2021-10-17 01:15:51.010;SOLABEN
2021-10-19 00:00:00;1;2;0.0;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;2;2;0.0;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;3;2;0.0;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;4;2;0.0;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;5;2;0.0;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;6;2;0.0;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;7;2;0.0;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;8;2;0.0;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;9;2;0.0;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;10;2;0.0;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;11;2;5.0;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;12;2;25.0;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;13;2;34.2;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;14;2;33.5;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;15;2;33.3;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;16;2;35.9;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;17;2;40.4;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;18;2;42.5;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;19;2;29.2;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;20;2;7.0;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;21;2;0.0;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;22;2;0.0;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;23;2;0.0;2021-10-18 00:52:27.677;SOLABEN
2021-10-19 00:00:00;24;2;0.0;2021-10-18 00:52:27.677;SOLABEN
2021-10-20 00:00:00;1;2;0.0;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;2;2;0.0;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;3;2;0.0;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;4;2;0.0;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;5;2;0.0;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;6;2;0.0;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;7;2;0.0;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;8;2;0.0;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;9;2;0.0;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;10;2;0.0;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;11;2;0.0;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;12;2;13.3;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;13;2;22.2;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;14;2;26.1;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;15;2;29.1;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;16;2;33.2;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;17;2;37.8;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;18;2;39.5;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;19;2;26.8;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;20;2;8.9;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;21;2;0.0;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;22;2;0.0;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;23;2;0.0;2021-10-19 01:55:23.147;SOLABEN
2021-10-20 00:00:00;24;2;0.0;2021-10-19 01:55:23.147;SOLABEN
2021-10-21 00:00:00;1;2;0.0;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;2;2;0.0;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;3;2;0.0;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;4;2;0.0;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;5;2;0.0;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;6;2;0.0;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;7;2;0.0;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;8;2;0.0;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;9;2;0.0;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;10;2;0.0;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;11;2;0.0;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;12;2;6.3;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;13;2;22.7;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;14;2;28.8;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;15;2;33.5;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;16;2;38.8;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;17;2;44.6;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;18;2;47.6;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;19;2;31.5;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;20;2;9.1;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;21;2;0.0;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;22;2;0.0;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;23;2;0.0;2021-10-20 02:25:16.880;SOLABEN
2021-10-21 00:00:00;24;2;0.0;2021-10-20 02:25:16.880;SOLABEN
2021-10-22 00:00:00;1;2;0.0;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;2;2;0.0;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;3;2;0.0;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;4;2;0.0;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;5;2;0.0;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;6;2;0.0;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;7;2;0.0;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;8;2;0.0;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;9;2;0.0;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;10;2;0.0;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;11;2;10.2;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;12;2;31.0;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;13;2;35.9;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;14;2;34.3;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;15;2;34.6;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;16;2;38.4;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;17;2;43.4;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;18;2;46.3;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;19;2;30.9;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;20;2;8.7;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;21;2;0.0;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;22;2;0.0;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;23;2;0.0;2021-10-21 02:12:56.220;SOLABEN
2021-10-22 00:00:00;24;2;0.0;2021-10-21 02:12:56.220;SOLABEN
2021-10-23 00:00:00;1;2;0.0;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;2;2;0.0;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;3;2;0.0;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;4;2;0.0;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;5;2;0.0;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;6;2;0.0;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;7;2;0.0;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;8;2;0.0;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;9;2;0.0;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;10;2;0.0;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;11;2;11.4;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;12;2;35.3;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;13;2;38.6;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;14;2;35.0;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;15;2;34.6;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;16;2;38.1;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;17;2;42.5;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;18;2;44.0;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;19;2;28.4;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;20;2;8.3;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;21;2;0.0;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;22;2;0.0;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;23;2;0.0;2021-10-22 03:42:29.293;SOLABEN
2021-10-23 00:00:00;24;2;0.0;2021-10-22 03:42:29.293;SOLABEN
2021-10-24 00:00:00;1;2;0.0;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;2;2;0.0;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;3;2;0.0;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;4;2;0.0;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;5;2;0.0;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;6;2;0.0;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;7;2;0.0;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;8;2;0.0;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;9;2;0.0;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;10;2;0.0;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;11;2;10.2;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;12;2;32.1;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;13;2;35.5;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;14;2;32.6;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;15;2;32.6;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;16;2;36.4;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;17;2;42.2;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;18;2;45.3;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;19;2;29.4;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;20;2;7.9;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;21;2;0.0;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;22;2;0.0;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;23;2;0.0;2021-10-23 01:28:47.767;SOLABEN
2021-10-24 00:00:00;24;2;0.0;2021-10-23 01:28:47.767;SOLABEN
2021-10-25 00:00:00;1;2;0.0;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;2;2;0.0;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;3;2;0.0;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;4;2;0.0;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;5;2;0.0;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;6;2;0.0;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;7;2;0.0;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;8;2;0.0;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;9;2;0.0;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;10;2;0.0;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;11;2;0.0;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;12;2;10.1;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;13;2;18.2;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;14;2;22.0;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;15;2;23.9;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;16;2;26.3;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;17;2;32.2;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;18;2;38.8;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;19;2;25.0;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;20;2;6.4;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;21;2;0.0;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;22;2;0.0;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;23;2;0.0;2021-10-24 01:13:21.120;SOLABEN
2021-10-25 00:00:00;24;2;0.0;2021-10-24 01:13:21.120;SOLABEN
2021-10-26 00:00:00;1;2;0.0;2021-10-25 02:38:52.977;SOLABEN
2021-10-26 00:00:00;2;2;0.0;2021-10-25 02:38:52.977;SOLABEN
2021-10-26 00:00:00;3;2;0.0;2021-10-25 02:38:52.977;SOLABEN
2021-10-26 00:00:00;4;2;0.0;2021-10-25 02:38:52.977;SOLABEN
2021-10-26 00:00:00;5;2;0.0;2021-10-25 02:38:52.977;SOLABEN
2021-10-26 00:00:00;6;2;0.0;2021-10-25 02:38:52.977;SOLABEN
2021-10-26 00:00:00;7;2;0.0;2021-10-25 02:38:52.977;SOLABEN
2021-10-26 00:00:00;8;2;0.0;2021-10-25 02:38:52.977;SOLABEN
2021-10-26 00:00:00;9;2;0.0;2021-10-25 02:38:52.977;SOLABEN
2021-10-26 00:00:00;10;2;0.0;2021-10-25 02:38:52.977;SOLABEN
2021-10-26 00:00:00;11;2;4.1;2021-10-25 02:38:52.977;SOLABEN
2021-10-26 00:00:00;12;2;29.9;2021-10-25 02:38:52.977;SOLABEN
2021-10-26 00:00:00;13;2;32.8;2021-10-25 02:38:52.977;SOLABEN
2021-10-26 00:00:00;14;2;31.9;2021-10-25 02:38:52.977;SOLABEN
