;codUFisica;Fecha;Period;Energy_SIMEL
0;SOLAR;2021-01-01;1;0.0
1;SOLAR;2021-01-01;2;0.0
2;SOLAR;2021-01-01;3;0.0
3;SOLAR;2021-01-01;4;0.0
4;SOLAR;2021-01-01;5;0.0
5;SOLAR;2021-01-01;6;0.0
6;SOLAR;2021-01-01;7;0.0
7;SOLAR;2021-01-01;8;0.0
8;SOLAR;2021-01-01;9;0.0
9;SOLAR;2021-01-01;10;0.0
10;SOLAR;2021-01-01;11;0.0
11;SOLAR;2021-01-01;12;0.008
12;SOLAR;2021-01-01;13;8.342
13;SOLAR;2021-01-01;14;18.097
14;SOLAR;2021-01-01;15;12.748
15;SOLAR;2021-01-01;16;1.557
16;SOLAR;2021-01-01;17;0.04
17;SOLAR;2021-01-01;18;10.992
18;SOLAR;2021-01-01;19;0.79
19;SOLAR;2021-01-01;20;0.0
20;SOLAR;2021-01-01;21;0.0
21;SOLAR;2021-01-01;22;0.0
22;SOLAR;2021-01-01;23;0.0
23;SOLAR;2021-01-01;24;0.0
24;SOLAR;2021-01-02;1;0.0
25;SOLAR;2021-01-02;2;0.0
26;SOLAR;2021-01-02;3;0.0
27;SOLAR;2021-01-02;4;0.0
28;SOLAR;2021-01-02;5;0.0
29;SOLAR;2021-01-02;6;0.0
30;SOLAR;2021-01-02;7;0.0
31;SOLAR;2021-01-02;8;0.0
32;SOLAR;2021-01-02;9;0.0
33;SOLAR;2021-01-02;10;0.0
34;SOLAR;2021-01-02;11;0.0
35;SOLAR;2021-01-02;12;4.183
36;SOLAR;2021-01-02;13;14.808
37;SOLAR;2021-01-02;14;15.854
38;SOLAR;2021-01-02;15;17.777
39;SOLAR;2021-01-02;16;22.008
40;SOLAR;2021-01-02;17;21.473
41;SOLAR;2021-01-02;18;16.939
42;SOLAR;2021-01-02;19;2.586
43;SOLAR;2021-01-02;20;0.0
44;SOLAR;2021-01-02;21;0.0
45;SOLAR;2021-01-02;22;0.0
46;SOLAR;2021-01-02;23;0.0
47;SOLAR;2021-01-02;24;0.0
48;SOLAR;2021-01-03;1;0.0
49;SOLAR;2021-01-03;2;0.0
50;SOLAR;2021-01-03;3;0.0
51;SOLAR;2021-01-03;4;0.0
52;SOLAR;2021-01-03;5;0.0
53;SOLAR;2021-01-03;6;0.0
54;SOLAR;2021-01-03;7;0.0
55;SOLAR;2021-01-03;8;0.0
56;SOLAR;2021-01-03;9;0.0
57;SOLAR;2021-01-03;10;0.0
58;SOLAR;2021-01-03;11;0.0
59;SOLAR;2021-01-03;12;0.551
60;SOLAR;2021-01-03;13;11.232
61;SOLAR;2021-01-03;14;14.912
62;SOLAR;2021-01-03;15;17.721
63;SOLAR;2021-01-03;16;22.415
64;SOLAR;2021-01-03;17;26.287
65;SOLAR;2021-01-03;18;16.883
66;SOLAR;2021-01-03;19;3.177
67;SOLAR;2021-01-03;20;0.0
68;SOLAR;2021-01-03;21;0.0
69;SOLAR;2021-01-03;22;0.0
70;SOLAR;2021-01-03;23;0.0
71;SOLAR;2021-01-03;24;0.0
72;SOLAR;2021-01-04;1;0.0
73;SOLAR;2021-01-04;2;0.0
74;SOLAR;2021-01-04;3;0.0
75;SOLAR;2021-01-04;4;0.0
76;SOLAR;2021-01-04;5;0.0
77;SOLAR;2021-01-04;6;0.0
78;SOLAR;2021-01-04;7;0.0
79;SOLAR;2021-01-04;8;0.0
80;SOLAR;2021-01-04;9;0.0
81;SOLAR;2021-01-04;10;0.0
82;SOLAR;2021-01-04;11;0.0
83;SOLAR;2021-01-04;12;0.0
84;SOLAR;2021-01-04;13;0.0
85;SOLAR;2021-01-04;14;0.0
86;SOLAR;2021-01-04;15;0.0
87;SOLAR;2021-01-04;16;0.0
88;SOLAR;2021-01-04;17;0.0
89;SOLAR;2021-01-04;18;0.0
90;SOLAR;2021-01-04;19;0.0
91;SOLAR;2021-01-04;20;0.0
92;SOLAR;2021-01-04;21;0.0
93;SOLAR;2021-01-04;22;0.0
94;SOLAR;2021-01-04;23;0.0
95;SOLAR;2021-01-04;24;0.0
96;SOLAR;2021-01-05;1;0.0
97;SOLAR;2021-01-05;2;0.0
98;SOLAR;2021-01-05;3;0.0
99;SOLAR;2021-01-05;4;0.0
100;SOLAR;2021-01-05;5;0.0
101;SOLAR;2021-01-05;6;0.0
102;SOLAR;2021-01-05;7;0.0
103;SOLAR;2021-01-05;8;0.0
104;SOLAR;2021-01-05;9;0.0
105;SOLAR;2021-01-05;10;0.0
106;SOLAR;2021-01-05;11;0.0
107;SOLAR;2021-01-05;12;0.0
108;SOLAR;2021-01-05;13;0.0
109;SOLAR;2021-01-05;14;0.0
110;SOLAR;2021-01-05;15;0.0
111;SOLAR;2021-01-05;16;3.943
112;SOLAR;2021-01-05;17;26.925
113;SOLAR;2021-01-05;18;19.573
114;SOLAR;2021-01-05;19;3.448
115;SOLAR;2021-01-05;20;0.0
116;SOLAR;2021-01-05;21;0.0
117;SOLAR;2021-01-05;22;0.0
118;SOLAR;2021-01-05;23;0.0
119;SOLAR;2021-01-05;24;0.0
120;SOLAR;2021-01-06;1;0.0
121;SOLAR;2021-01-06;2;0.0
122;SOLAR;2021-01-06;3;0.0
123;SOLAR;2021-01-06;4;0.0
124;SOLAR;2021-01-06;5;0.0
125;SOLAR;2021-01-06;6;0.0
126;SOLAR;2021-01-06;7;0.0
127;SOLAR;2021-01-06;8;0.0
128;SOLAR;2021-01-06;9;0.0
129;SOLAR;2021-01-06;10;0.0
130;SOLAR;2021-01-06;11;0.0
131;SOLAR;2021-01-06;12;0.0
132;SOLAR;2021-01-06;13;0.0
133;SOLAR;2021-01-06;14;0.0
134;SOLAR;2021-01-06;15;1.605
135;SOLAR;2021-01-06;16;4.039
136;SOLAR;2021-01-06;17;0.0
137;SOLAR;2021-01-06;18;0.0
138;SOLAR;2021-01-06;19;0.0
139;SOLAR;2021-01-06;20;0.0
140;SOLAR;2021-01-06;21;0.0
141;SOLAR;2021-01-06;22;0.0
142;SOLAR;2021-01-06;23;0.0
143;SOLAR;2021-01-06;24;0.0
144;SOLAR;2021-01-07;1;0.0
145;SOLAR;2021-01-07;2;0.0
146;SOLAR;2021-01-07;3;0.0
147;SOLAR;2021-01-07;4;0.0
148;SOLAR;2021-01-07;5;0.0
149;SOLAR;2021-01-07;6;0.0
150;SOLAR;2021-01-07;7;0.0
151;SOLAR;2021-01-07;8;0.0
152;SOLAR;2021-01-07;9;0.0
153;SOLAR;2021-01-07;10;0.0
154;SOLAR;2021-01-07;11;0.0
155;SOLAR;2021-01-07;12;0.0
156;SOLAR;2021-01-07;13;0.0
157;SOLAR;2021-01-07;14;0.0
158;SOLAR;2021-01-07;15;0.0
159;SOLAR;2021-01-07;16;0.0
160;SOLAR;2021-01-07;17;0.0
161;SOLAR;2021-01-07;18;0.0
162;SOLAR;2021-01-07;19;0.0
163;SOLAR;2021-01-07;20;0.0
164;SOLAR;2021-01-07;21;0.0
165;SOLAR;2021-01-07;22;0.0
166;SOLAR;2021-01-07;23;0.0
167;SOLAR;2021-01-07;24;0.0
168;SOLAR;2021-01-08;1;0.0
169;SOLAR;2021-01-08;2;0.0
170;SOLAR;2021-01-08;3;0.0
171;SOLAR;2021-01-08;4;0.0
172;SOLAR;2021-01-08;5;0.0
173;SOLAR;2021-01-08;6;0.0
174;SOLAR;2021-01-08;7;0.0
175;SOLAR;2021-01-08;8;0.0
176;SOLAR;2021-01-08;9;0.0
177;SOLAR;2021-01-08;10;0.0
178;SOLAR;2021-01-08;11;0.0
179;SOLAR;2021-01-08;12;0.0
180;SOLAR;2021-01-08;13;0.0
181;SOLAR;2021-01-08;14;0.0
182;SOLAR;2021-01-08;15;0.0
183;SOLAR;2021-01-08;16;0.0
184;SOLAR;2021-01-08;17;0.0
185;SOLAR;2021-01-08;18;0.0
186;SOLAR;2021-01-08;19;0.0
187;SOLAR;2021-01-08;20;0.0
188;SOLAR;2021-01-08;21;0.0
189;SOLAR;2021-01-08;22;0.0
190;SOLAR;2021-01-08;23;0.0
191;SOLAR;2021-01-08;24;0.0
192;SOLAR;2021-01-09;1;0.0
193;SOLAR;2021-01-09;2;0.0
194;SOLAR;2021-01-09;3;0.0
195;SOLAR;2021-01-09;4;0.0
196;SOLAR;2021-01-09;5;0.0
197;SOLAR;2021-01-09;6;0.0
198;SOLAR;2021-01-09;7;0.0
199;SOLAR;2021-01-09;8;0.0
200;SOLAR;2021-01-09;9;0.0
201;SOLAR;2021-01-09;10;0.0
202;SOLAR;2021-01-09;11;0.0
203;SOLAR;2021-01-09;12;0.0
204;SOLAR;2021-01-09;13;0.0
205;SOLAR;2021-01-09;14;0.0
206;SOLAR;2021-01-09;15;0.0
207;SOLAR;2021-01-09;16;0.0
208;SOLAR;2021-01-09;17;0.0
209;SOLAR;2021-01-09;18;0.0
210;SOLAR;2021-01-09;19;0.0
211;SOLAR;2021-01-09;20;0.0
212;SOLAR;2021-01-09;21;0.0
213;SOLAR;2021-01-09;22;0.0
214;SOLAR;2021-01-09;23;0.0
215;SOLAR;2021-01-09;24;0.0
216;SOLAR;2021-01-10;1;0.0
217;SOLAR;2021-01-10;2;0.0
218;SOLAR;2021-01-10;3;0.0
219;SOLAR;2021-01-10;4;0.0
220;SOLAR;2021-01-10;5;0.0
221;SOLAR;2021-01-10;6;0.0
222;SOLAR;2021-01-10;7;0.0
223;SOLAR;2021-01-10;8;0.0
224;SOLAR;2021-01-10;9;0.0
225;SOLAR;2021-01-10;10;0.0
226;SOLAR;2021-01-10;11;0.0
227;SOLAR;2021-01-10;12;0.0
228;SOLAR;2021-01-10;13;0.0
229;SOLAR;2021-01-10;14;0.343
230;SOLAR;2021-01-10;15;11.08
231;SOLAR;2021-01-10;16;26.015
232;SOLAR;2021-01-10;17;28.937
233;SOLAR;2021-01-10;18;19.557
234;SOLAR;2021-01-10;19;3.736
235;SOLAR;2021-01-10;20;0.0
236;SOLAR;2021-01-10;21;0.0
237;SOLAR;2021-01-10;22;0.0
238;SOLAR;2021-01-10;23;0.0
239;SOLAR;2021-01-10;24;0.0
240;SOLAR;2021-01-11;1;0.0
241;SOLAR;2021-01-11;2;0.0
242;SOLAR;2021-01-11;3;0.0
243;SOLAR;2021-01-11;4;0.0
244;SOLAR;2021-01-11;5;0.0
245;SOLAR;2021-01-11;6;0.0
246;SOLAR;2021-01-11;7;0.0
247;SOLAR;2021-01-11;8;0.0
248;SOLAR;2021-01-11;9;0.0
249;SOLAR;2021-01-11;10;0.0
250;SOLAR;2021-01-11;11;0.0
251;SOLAR;2021-01-11;12;9.284
252;SOLAR;2021-01-11;13;21.154
253;SOLAR;2021-01-11;14;18.687
254;SOLAR;2021-01-11;15;20.044
255;SOLAR;2021-01-11;16;25.672
256;SOLAR;2021-01-11;17;30.51
257;SOLAR;2021-01-11;18;21.417
258;SOLAR;2021-01-11;19;4.909
259;SOLAR;2021-01-11;20;0.0
260;SOLAR;2021-01-11;21;0.0
261;SOLAR;2021-01-11;22;0.0
262;SOLAR;2021-01-11;23;0.0
263;SOLAR;2021-01-11;24;0.0
264;SOLAR;2021-01-12;1;0.0
265;SOLAR;2021-01-12;2;0.0
266;SOLAR;2021-01-12;3;0.0
267;SOLAR;2021-01-12;4;0.0
268;SOLAR;2021-01-12;5;0.0
269;SOLAR;2021-01-12;6;0.0
270;SOLAR;2021-01-12;7;0.0
271;SOLAR;2021-01-12;8;0.0
272;SOLAR;2021-01-12;9;0.0
273;SOLAR;2021-01-12;10;0.0
274;SOLAR;2021-01-12;11;0.0
275;SOLAR;2021-01-12;12;3.097
276;SOLAR;2021-01-12;13;18.105
277;SOLAR;2021-01-12;14;18.232
278;SOLAR;2021-01-12;15;20.699
279;SOLAR;2021-01-12;16;25.896
280;SOLAR;2021-01-12;17;31.579
281;SOLAR;2021-01-12;18;22.088
282;SOLAR;2021-01-12;19;5.221
283;SOLAR;2021-01-12;20;0.0
284;SOLAR;2021-01-12;21;0.0
285;SOLAR;2021-01-12;22;0.0
286;SOLAR;2021-01-12;23;0.0
287;SOLAR;2021-01-12;24;0.0
288;SOLAR;2021-01-13;1;0.0
289;SOLAR;2021-01-13;2;0.0
290;SOLAR;2021-01-13;3;0.0
291;SOLAR;2021-01-13;4;0.0
292;SOLAR;2021-01-13;5;0.0
293;SOLAR;2021-01-13;6;0.0
294;SOLAR;2021-01-13;7;0.0
295;SOLAR;2021-01-13;8;0.0
296;SOLAR;2021-01-13;9;0.0
297;SOLAR;2021-01-13;10;0.0
298;SOLAR;2021-01-13;11;0.0
299;SOLAR;2021-01-13;12;4.031
300;SOLAR;2021-01-13;13;17.817
301;SOLAR;2021-01-13;14;18.863
302;SOLAR;2021-01-13;15;20.835
303;SOLAR;2021-01-13;16;26.119
304;SOLAR;2021-01-13;17;31.268
305;SOLAR;2021-01-13;18;22.224
306;SOLAR;2021-01-13;19;5.205
307;SOLAR;2021-01-13;20;0.0
308;SOLAR;2021-01-13;21;0.0
309;SOLAR;2021-01-13;22;0.0
310;SOLAR;2021-01-13;23;0.0
311;SOLAR;2021-01-13;24;0.0
312;SOLAR;2021-01-14;1;0.0
313;SOLAR;2021-01-14;2;0.0
314;SOLAR;2021-01-14;3;0.0
315;SOLAR;2021-01-14;4;0.0
316;SOLAR;2021-01-14;5;0.0
317;SOLAR;2021-01-14;6;0.0
318;SOLAR;2021-01-14;7;0.0
319;SOLAR;2021-01-14;8;0.0
320;SOLAR;2021-01-14;9;0.0
321;SOLAR;2021-01-14;10;0.0
322;SOLAR;2021-01-14;11;0.0
323;SOLAR;2021-01-14;12;2.339
324;SOLAR;2021-01-14;13;15.838
325;SOLAR;2021-01-14;14;17.809
326;SOLAR;2021-01-14;15;19.933
327;SOLAR;2021-01-14;16;24.818
328;SOLAR;2021-01-14;17;29.336
329;SOLAR;2021-01-14;18;19.997
330;SOLAR;2021-01-14;19;5.564
331;SOLAR;2021-01-14;20;0.0
332;SOLAR;2021-01-14;21;0.0
333;SOLAR;2021-01-14;22;0.0
334;SOLAR;2021-01-14;23;0.0
335;SOLAR;2021-01-14;24;0.0
336;SOLAR;2021-01-15;1;0.0
337;SOLAR;2021-01-15;2;0.0
338;SOLAR;2021-01-15;3;0.0
339;SOLAR;2021-01-15;4;0.0
340;SOLAR;2021-01-15;5;0.0
341;SOLAR;2021-01-15;6;0.0
342;SOLAR;2021-01-15;7;0.0
343;SOLAR;2021-01-15;8;0.0
344;SOLAR;2021-01-15;9;0.0
345;SOLAR;2021-01-15;10;0.0
346;SOLAR;2021-01-15;11;0.0
347;SOLAR;2021-01-15;12;9.507
348;SOLAR;2021-01-15;13;20.252
349;SOLAR;2021-01-15;14;19.286
350;SOLAR;2021-01-15;15;20.132
351;SOLAR;2021-01-15;16;15.159
352;SOLAR;2021-01-15;17;15.375
353;SOLAR;2021-01-15;18;18.32
354;SOLAR;2021-01-15;19;5.795
355;SOLAR;2021-01-15;20;0.0
356;SOLAR;2021-01-15;21;0.0
357;SOLAR;2021-01-15;22;0.0
358;SOLAR;2021-01-15;23;0.0
359;SOLAR;2021-01-15;24;0.0
360;SOLAR;2021-01-16;1;0.0
361;SOLAR;2021-01-16;2;0.0
362;SOLAR;2021-01-16;3;0.0
363;SOLAR;2021-01-16;4;0.0
364;SOLAR;2021-01-16;5;0.0
365;SOLAR;2021-01-16;6;0.0
366;SOLAR;2021-01-16;7;0.0
367;SOLAR;2021-01-16;8;0.0
368;SOLAR;2021-01-16;9;0.0
369;SOLAR;2021-01-16;10;0.0
370;SOLAR;2021-01-16;11;0.0
371;SOLAR;2021-01-16;12;13.275
372;SOLAR;2021-01-16;13;20.555
373;SOLAR;2021-01-16;14;19.406
374;SOLAR;2021-01-16;15;21.098
375;SOLAR;2021-01-16;16;25.76
376;SOLAR;2021-01-16;17;30.933
377;SOLAR;2021-01-16;18;22.806
378;SOLAR;2021-01-16;19;6.458
379;SOLAR;2021-01-16;20;0.0
380;SOLAR;2021-01-16;21;0.0
381;SOLAR;2021-01-16;22;0.0
382;SOLAR;2021-01-16;23;0.0
383;SOLAR;2021-01-16;24;0.0
384;SOLAR;2021-01-17;1;0.0
385;SOLAR;2021-01-17;2;0.0
386;SOLAR;2021-01-17;3;0.0
387;SOLAR;2021-01-17;4;0.0
388;SOLAR;2021-01-17;5;0.0
389;SOLAR;2021-01-17;6;0.0
390;SOLAR;2021-01-17;7;0.0
391;SOLAR;2021-01-17;8;0.0
392;SOLAR;2021-01-17;9;0.0
393;SOLAR;2021-01-17;10;0.0
394;SOLAR;2021-01-17;11;1.221
395;SOLAR;2021-01-17;12;19.677
396;SOLAR;2021-01-17;13;23.357
397;SOLAR;2021-01-17;14;20.292
398;SOLAR;2021-01-17;15;21.577
399;SOLAR;2021-01-17;16;26.446
400;SOLAR;2021-01-17;17;31.412
401;SOLAR;2021-01-17;18;22.096
402;SOLAR;2021-01-17;19;6.506
403;SOLAR;2021-01-17;20;0.0
404;SOLAR;2021-01-17;21;0.0
405;SOLAR;2021-01-17;22;0.0
406;SOLAR;2021-01-17;23;0.0
407;SOLAR;2021-01-17;24;0.0
408;SOLAR;2021-01-18;1;0.0
409;SOLAR;2021-01-18;2;0.0
410;SOLAR;2021-01-18;3;0.0
411;SOLAR;2021-01-18;4;0.0
412;SOLAR;2021-01-18;5;0.0
413;SOLAR;2021-01-18;6;0.0
414;SOLAR;2021-01-18;7;0.0
415;SOLAR;2021-01-18;8;0.0
416;SOLAR;2021-01-18;9;0.0
417;SOLAR;2021-01-18;10;0.0
418;SOLAR;2021-01-18;11;1.038
419;SOLAR;2021-01-18;12;15.622
420;SOLAR;2021-01-18;13;18.44
421;SOLAR;2021-01-18;14;19.382
422;SOLAR;2021-01-18;15;21.521
423;SOLAR;2021-01-18;16;25.105
424;SOLAR;2021-01-18;17;30.55
425;SOLAR;2021-01-18;18;22.423
426;SOLAR;2021-01-18;19;6.953
427;SOLAR;2021-01-18;20;0.0
428;SOLAR;2021-01-18;21;0.0
429;SOLAR;2021-01-18;22;0.0
430;SOLAR;2021-01-18;23;0.0
431;SOLAR;2021-01-18;24;0.0
432;SOLAR;2021-01-19;1;0.0
433;SOLAR;2021-01-19;2;0.0
434;SOLAR;2021-01-19;3;0.0
435;SOLAR;2021-01-19;4;0.0
436;SOLAR;2021-01-19;5;0.0
437;SOLAR;2021-01-19;6;0.0
438;SOLAR;2021-01-19;7;0.0
439;SOLAR;2021-01-19;8;0.0
440;SOLAR;2021-01-19;9;0.0
441;SOLAR;2021-01-19;10;0.0
442;SOLAR;2021-01-19;11;0.0
443;SOLAR;2021-01-19;12;8.517
444;SOLAR;2021-01-19;13;15.199
445;SOLAR;2021-01-19;14;9.547
446;SOLAR;2021-01-19;15;3.217
447;SOLAR;2021-01-19;16;0.0
448;SOLAR;2021-01-19;17;6.011
449;SOLAR;2021-01-19;18;8.062
450;SOLAR;2021-01-19;19;0.0
451;SOLAR;2021-01-19;20;0.0
452;SOLAR;2021-01-19;21;0.0
453;SOLAR;2021-01-19;22;0.0
454;SOLAR;2021-01-19;23;0.0
455;SOLAR;2021-01-19;24;0.0
456;SOLAR;2021-01-20;1;0.0
457;SOLAR;2021-01-20;2;0.0
458;SOLAR;2021-01-20;3;0.0
459;SOLAR;2021-01-20;4;0.0
460;SOLAR;2021-01-20;5;0.0
461;SOLAR;2021-01-20;6;0.0
462;SOLAR;2021-01-20;7;0.0
463;SOLAR;2021-01-20;8;0.0
464;SOLAR;2021-01-20;9;0.0
465;SOLAR;2021-01-20;10;0.0
466;SOLAR;2021-01-20;11;0.0
467;SOLAR;2021-01-20;12;0.0
468;SOLAR;2021-01-20;13;0.0
469;SOLAR;2021-01-20;14;0.0
470;SOLAR;2021-01-20;15;0.0
471;SOLAR;2021-01-20;16;0.0
472;SOLAR;2021-01-20;17;0.0
473;SOLAR;2021-01-20;18;0.0
474;SOLAR;2021-01-20;19;0.0
475;SOLAR;2021-01-20;20;0.0
476;SOLAR;2021-01-20;21;0.0
477;SOLAR;2021-01-20;22;0.0
478;SOLAR;2021-01-20;23;0.0
479;SOLAR;2021-01-20;24;0.0
480;SOLAR;2021-01-21;1;0.0
481;SOLAR;2021-01-21;2;0.0
482;SOLAR;2021-01-21;3;0.0
483;SOLAR;2021-01-21;4;0.0
484;SOLAR;2021-01-21;5;0.0
485;SOLAR;2021-01-21;6;0.0
486;SOLAR;2021-01-21;7;0.0
487;SOLAR;2021-01-21;8;0.0
488;SOLAR;2021-01-21;9;0.0
489;SOLAR;2021-01-21;10;0.0
490;SOLAR;2021-01-21;11;0.0
491;SOLAR;2021-01-21;12;0.0
492;SOLAR;2021-01-21;13;0.0
493;SOLAR;2021-01-21;14;0.0
494;SOLAR;2021-01-21;15;0.0
495;SOLAR;2021-01-21;16;0.0
496;SOLAR;2021-01-21;17;0.0
497;SOLAR;2021-01-21;18;0.0
498;SOLAR;2021-01-21;19;0.0
499;SOLAR;2021-01-21;20;0.0
500;SOLAR;2021-01-21;21;0.0
501;SOLAR;2021-01-21;22;0.0
502;SOLAR;2021-01-21;23;0.0
503;SOLAR;2021-01-21;24;0.0
504;SOLAR;2021-01-22;1;0.0
505;SOLAR;2021-01-22;2;0.0
506;SOLAR;2021-01-22;3;0.0
507;SOLAR;2021-01-22;4;0.0
508;SOLAR;2021-01-22;5;0.0
509;SOLAR;2021-01-22;6;0.0
510;SOLAR;2021-01-22;7;0.0
511;SOLAR;2021-01-22;8;0.0
512;SOLAR;2021-01-22;9;0.0
513;SOLAR;2021-01-22;10;0.0
514;SOLAR;2021-01-22;11;0.0
515;SOLAR;2021-01-22;12;0.0
516;SOLAR;2021-01-22;13;0.0
517;SOLAR;2021-01-22;14;0.0
518;SOLAR;2021-01-22;15;0.0
519;SOLAR;2021-01-22;16;0.0
520;SOLAR;2021-01-22;17;0.0
521;SOLAR;2021-01-22;18;0.0
522;SOLAR;2021-01-22;19;0.0
523;SOLAR;2021-01-22;20;0.0
524;SOLAR;2021-01-22;21;0.0
525;SOLAR;2021-01-22;22;0.0
526;SOLAR;2021-01-22;23;0.0
527;SOLAR;2021-01-22;24;0.0
528;SOLAR;2021-01-23;1;0.0
529;SOLAR;2021-01-23;2;0.0
530;SOLAR;2021-01-23;3;0.0
531;SOLAR;2021-01-23;4;0.0
532;SOLAR;2021-01-23;5;0.0
533;SOLAR;2021-01-23;6;0.0
534;SOLAR;2021-01-23;7;0.0
535;SOLAR;2021-01-23;8;0.0
536;SOLAR;2021-01-23;9;0.0
537;SOLAR;2021-01-23;10;0.0
538;SOLAR;2021-01-23;11;0.0
539;SOLAR;2021-01-23;12;0.0
540;SOLAR;2021-01-23;13;0.0
541;SOLAR;2021-01-23;14;0.0
542;SOLAR;2021-01-23;15;0.0
543;SOLAR;2021-01-23;16;0.0
544;SOLAR;2021-01-23;17;0.0
545;SOLAR;2021-01-23;18;0.0
546;SOLAR;2021-01-23;19;0.0
547;SOLAR;2021-01-23;20;0.0
548;SOLAR;2021-01-23;21;0.0
549;SOLAR;2021-01-23;22;0.0
550;SOLAR;2021-01-23;23;0.0
551;SOLAR;2021-01-23;24;0.0
552;SOLAR;2021-01-24;1;0.0
553;SOLAR;2021-01-24;2;0.0
554;SOLAR;2021-01-24;3;0.0
555;SOLAR;2021-01-24;4;0.0
556;SOLAR;2021-01-24;5;0.0
557;SOLAR;2021-01-24;6;0.0
558;SOLAR;2021-01-24;7;0.0
559;SOLAR;2021-01-24;8;0.0
560;SOLAR;2021-01-24;9;0.0
561;SOLAR;2021-01-24;10;0.0
562;SOLAR;2021-01-24;11;0.0
563;SOLAR;2021-01-24;12;0.0
564;SOLAR;2021-01-24;13;0.0
565;SOLAR;2021-01-24;14;0.0
566;SOLAR;2021-01-24;15;0.0
567;SOLAR;2021-01-24;16;0.0
568;SOLAR;2021-01-24;17;0.0
569;SOLAR;2021-01-24;18;0.0
570;SOLAR;2021-01-24;19;0.0
571;SOLAR;2021-01-24;20;0.0
572;SOLAR;2021-01-24;21;0.0
573;SOLAR;2021-01-24;22;0.0
574;SOLAR;2021-01-24;23;0.0
575;SOLAR;2021-01-24;24;0.0
576;SOLAR;2021-01-25;1;0.0
577;SOLAR;2021-01-25;2;0.0
578;SOLAR;2021-01-25;3;0.0
579;SOLAR;2021-01-25;4;0.0
580;SOLAR;2021-01-25;5;0.0
581;SOLAR;2021-01-25;6;0.0
582;SOLAR;2021-01-25;7;0.0
583;SOLAR;2021-01-25;8;0.0
584;SOLAR;2021-01-25;9;0.0
585;SOLAR;2021-01-25;10;0.0
586;SOLAR;2021-01-25;11;0.0
587;SOLAR;2021-01-25;12;0.0
588;SOLAR;2021-01-25;13;0.0
589;SOLAR;2021-01-25;14;0.0
590;SOLAR;2021-01-25;15;0.0
591;SOLAR;2021-01-25;16;0.0
592;SOLAR;2021-01-25;17;0.0
593;SOLAR;2021-01-25;18;0.0
594;SOLAR;2021-01-25;19;0.0
595;SOLAR;2021-01-25;20;0.0
596;SOLAR;2021-01-25;21;0.0
597;SOLAR;2021-01-25;22;0.0
598;SOLAR;2021-01-25;23;0.0
599;SOLAR;2021-01-25;24;0.0
600;SOLAR;2021-01-26;1;0.0
601;SOLAR;2021-01-26;2;0.0
602;SOLAR;2021-01-26;3;0.0
603;SOLAR;2021-01-26;4;0.0
604;SOLAR;2021-01-26;5;0.0
605;SOLAR;2021-01-26;6;0.0
606;SOLAR;2021-01-26;7;0.0
607;SOLAR;2021-01-26;8;0.0
608;SOLAR;2021-01-26;9;0.0
609;SOLAR;2021-01-26;10;0.0
610;SOLAR;2021-01-26;11;0.0
611;SOLAR;2021-01-26;12;0.0
612;SOLAR;2021-01-26;13;0.0
613;SOLAR;2021-01-26;14;0.0
614;SOLAR;2021-01-26;15;0.0
615;SOLAR;2021-01-26;16;0.0
616;SOLAR;2021-01-26;17;0.0
617;SOLAR;2021-01-26;18;0.0
618;SOLAR;2021-01-26;19;0.0
619;SOLAR;2021-01-26;20;0.0
620;SOLAR;2021-01-26;21;0.0
621;SOLAR;2021-01-26;22;0.0
622;SOLAR;2021-01-26;23;0.0
623;SOLAR;2021-01-26;24;0.0
624;SOLAR;2021-01-27;1;0.0
625;SOLAR;2021-01-27;2;0.0
626;SOLAR;2021-01-27;3;0.0
627;SOLAR;2021-01-27;4;0.0
628;SOLAR;2021-01-27;5;0.0
629;SOLAR;2021-01-27;6;0.0
630;SOLAR;2021-01-27;7;0.0
631;SOLAR;2021-01-27;8;0.0
632;SOLAR;2021-01-27;9;0.0
633;SOLAR;2021-01-27;10;0.0
634;SOLAR;2021-01-27;11;0.0
635;SOLAR;2021-01-27;12;0.0
636;SOLAR;2021-01-27;13;0.0
637;SOLAR;2021-01-27;14;0.0
638;SOLAR;2021-01-27;15;0.0
639;SOLAR;2021-01-27;16;0.0
640;SOLAR;2021-01-27;17;0.0
641;SOLAR;2021-01-27;18;0.0
642;SOLAR;2021-01-27;19;0.0
643;SOLAR;2021-01-27;20;0.0
644;SOLAR;2021-01-27;21;0.0
645;SOLAR;2021-01-27;22;0.0
646;SOLAR;2021-01-27;23;0.0
647;SOLAR;2021-01-27;24;0.0
648;SOLAR;2021-01-28;1;0.0
649;SOLAR;2021-01-28;2;0.0
650;SOLAR;2021-01-28;3;0.0
651;SOLAR;2021-01-28;4;0.0
652;SOLAR;2021-01-28;5;0.0
653;SOLAR;2021-01-28;6;0.0
654;SOLAR;2021-01-28;7;0.0
655;SOLAR;2021-01-28;8;0.0
656;SOLAR;2021-01-28;9;0.0
657;SOLAR;2021-01-28;10;0.0
658;SOLAR;2021-01-28;11;0.0
659;SOLAR;2021-01-28;12;0.0
660;SOLAR;2021-01-28;13;0.0
661;SOLAR;2021-01-28;14;0.0
662;SOLAR;2021-01-28;15;0.0
663;SOLAR;2021-01-28;16;0.0
664;SOLAR;2021-01-28;17;0.0
